logFC	AveExpr	t	P.Value	adj.P.Val	B
12977410	-2.01939457066667	5.65873723305556	-4.83876624662897	0.000182257732804788	0.053275636284515	0.956030668752645
12993023	-1.274642557	4.83391668811111	-4.83694646371096	0.0001829331724518	0.053275636284515	0.952711958296909
12981328	-1.04057077966667	5.4999196065	-4.83650335190448	0.000183098028438872	0.053275636284515	0.951903798192318
13068245	-1.522727311	7.21723403094444	-4.83566954407287	0.000183408652897038	0.053275636284515	0.950383007649326
13140147	0.907377973999999	5.24688123638889	4.83565485391343	0.000183414130371626	0.053275636284515	0.950356213325868
12962737	-0.896815238999999	5.09679220488889	-4.83477438996305	0.000183742732882133	0.053275636284515	0.948750228561174
13173116	-1.28831427766667	6.34475705105556	-4.83253376916262	0.00018458169326372	0.0532831242122691	0.944662844548303
13153279	1.62232618433333	4.83614574427778	4.82677022788866	0.000186757849176869	0.0534648104729831	0.934145952194656
13007663	-1.34232668933334	8.16266527766667	-4.82654637017241	0.000186842900718977	0.0534648104729831	0.933737387894037
13030522	-1.094671914	4.26224470455556	-4.81081657624437	0.000192919789029329	0.05484333252475	0.905012978250225
13017543	1.19129410333333	7.16588445727778	4.80976221967551	0.000193334296990863	0.05484333252475	0.903086487418874
13073865	1.24516924233333	8.278299734	4.80379781866837	0.000195696388589625	0.0548955691507911	0.892185873830269
13219586	-1.943259817	5.51537992427778	-4.80102347339741	0.000196805180980467	0.0548955691507911	0.887113927018917
13275415	-1.26322474533333	6.71099350972222	-4.79726293922186	0.000198318404448736	0.0548955691507911	0.880237532916336
13079224	-1.29237954166666	5.95024774338889	-4.79652912705921	0.000198615075754026	0.0548955691507911	0.878895501238582
13034711	1.218293262	3.67643369933333	4.79391609874062	0.000199675191228962	0.0548955691507911	0.874116121502189
12924749	1.722898223	5.13261292622222	4.79052867725329	0.000201058121660815	0.0548955691507911	0.867919065830992
12925531	1.722898223	5.13261292622222	4.79052867725329	0.000201058121660815	0.0548955691507911	0.867919065830992
12929231	1.722898223	5.13261292622222	4.79052867725329	0.000201058121660815	0.0548955691507911	0.867919065830992
12932307	1.722898223	5.13261292622222	4.79052867725329	0.000201058121660815	0.0548955691507911	0.867919065830992
13178877	1.39922806466667	7.57041156833333	4.78237032842191	0.000204429252029916	0.0555843984523499	0.852988072252791
13257595	-1.08725047933333	7.11417936505556	-4.77810481234674	0.000206214827996985	0.0558382035082084	0.845178258576222
13171143	0.925759724	6.63645833938889	4.76249748624233	0.000212885559200396	0.0570592948211358	0.816583386013816
13191965	-1.21556945566667	5.05291870022222	-4.75859771115758	0.000214586633802887	0.0570592948211358	0.809433764483053
13138843	-1.31759228833333	7.53600802461111	-4.75661581092416	0.000215456466815694	0.0570592948211358	0.805799550503195
12936605	-1.73074624433333	5.16224120294444	-4.755497247711	0.000215948985405349	0.0570592948211358	0.803748227293589
12937191	-1.73074624433333	5.16224120294444	-4.755497247711	0.000215948985405349	0.0570592948211358	0.803748227293589
12937995	-1.73074624433333	5.16224120294444	-4.755497247711	0.000215948985405349	0.0570592948211358	0.803748227293589
