genes,C1,C2,T1,T2
12427,0,0.34,0.51,0
12428,86.2,332.81,360.74,366.32
12442,16.2,84.53,62.18,76.27
12443,23.1,211.59,277.1,226.79
12444,5,313.78,207.99,138.68
12445,308.58,284.29,349.41,414.35
12447,39.82,58.13,56.94,48.37
12448,14.14,24.35,21.46,16.57
12449,22.41,38.58,43.42,33.15
12450,56.54,24.69,26.7,27.06
12452,31.03,23.32,26.02,23.34
12453,222.73,300.06,344.01,241.68
12454,31.38,69.96,65.22,49.72
12455,9.83,20.75,17.4,12.52
12457,17.58,7.2,6.59,4.4
12460,23.62,24.18,14.02,26.21
12461,305.48,371.56,381.52,428.39
12462,163.08,310.35,284.7,276.01
12464,54.99,207.99,212.39,128.36
12465,181.01,382.2,367.33,338.75
12466,177.04,227.02,289.77,208.7
12467,0,0,0.34,0.34
12468,147.39,276.06,367.33,273.13
12469,176.53,330.07,327.11,323.19
12475,3.45,0,0,0.51
12476,250.31,63.27,52.04,61.9
12484,32.75,938.08,1041.66,739.91
12488,331.51,29.49,34.13,34.16
12489,0.86,0,0,0
12490,74.13,25.03,25.01,16.4
12491,4.31,1.54,3.21,4.06
12492,111.54,12.35,17.4,13.7
12493,9.14,1.2,0.34,2.37
12494,49.99,18.69,13.52,28.75
12495,229.97,6,6.93,11.5
12496,3.79,0,0,2.2
12497,7.93,17.15,14.36,16.07
12499,6.9,6.86,7.6,12.85
12505,1.55,1.54,0.84,2.03
12506,20.34,0,0,0.34
12508,15.17,0.69,1.01,3.89
12509,36.03,22.98,17.07,35.01
12511,0.34,0,0,0
12512,1175.18,87.79,81.44,162.7
12514,1.03,0,0,0
12515,22.76,0,0,0.51
12516,0.52,0,0,0
12518,1.21,0.34,1.18,0.34
12519,0.52,1.2,1.01,1.01
12520,55.68,48.18,54.91,82.53
12521,48.96,1.2,2.53,13.53
12524,0.69,0,0,0.85
12526,0.34,0,0,0
12527,114.81,4.97,5.07,10.65
12530,10.86,33.26,33.79,25.71
12531,0.34,2.4,2.03,2.88
12532,9.65,61.38,66.06,51.92
12534,156.01,419.75,452.65,510.25
12537,23.1,32.75,31.6,22.32
12539,46.72,68.59,61,67.14
12540,233.07,210.56,203.6,211.07
12544,9.31,32.06,23.65,14.38
12545,4.83,20.06,20.61,23.17
12549,25.34,12.69,6.42,13.36
12550,56.03,16.12,17.07,27.4
12552,11.72,116.42,156.12,136.31
12554,1.03,0.34,0,0.51
12555,0.34,3.26,2.37,1.86
12556,0.34,0.51,0,0.51
12557,4.83,0.34,0,0.34
12558,1.38,57.96,59.47,57.33
12560,36.89,12,6.25,8.79
12561,0,1.71,1.86,0.68
12562,751.1,37.21,31.09,40.42
12563,0,0.51,0,0
12564,0,0.34,0.34,0
12566,38.27,50.58,55.25,59.36
12568,10.69,12.86,5.74,11.33
12569,4.48,6.52,6.93,5.41
12570,0,2.4,2.2,0
12571,1.03,0.86,1.52,1.35
12572,26.38,51.78,38.69,28.41
12575,16.2,2.23,1.35,3.21
12576,40.34,34.98,39.71,25.88
12577,416.32,246.91,202.92,368.35
12578,9.31,0,0,4.4
12579,5.69,0.86,0.34,0.85
12580,7.93,1.03,1.18,2.71
12583,197.21,4.97,5.24,17.42
12585,38.96,32.92,37.34,35.35
12587,0,0.34,0,0
12589,4.83,32.92,40.55,26.55
12590,3.79,2.4,2.03,1.69
12591,7.41,0,0,1.52
12593,21.89,10.12,6.76,9.47
12606,42.75,2.4,2.2,12.01
12607,22.41,53.15,44.27,37.21
12608,45.68,2.74,0.34,3.55
12609,71.71,12.69,15.21,17.08
12611,36.03,35.84,34.81,33.49
12613,0,0.34,0,0
12614,0.86,4.97,5.41,1.69
12615,13.96,107.17,92.08,98.6
12616,40.68,80.42,46.13,46
12617,5,16.63,12.17,12.85
12622,0,0.51,0,0.34
12623,0.52,0,0,0
12626,183.94,359.39,359.55,322.69
12627,0,1.2,0,0.85
12628,0.34,0,0,0
12630,0,0,0,4.06
12631,1355.51,1799.35,1860.45,1573.35
12632,47.06,48.52,43.42,52.26
12633,30,9.6,9.46,10.99
12638,1.03,0,0.34,0
12642,20,69.27,89.38,88.62
12643,0,0.34,0,0.34
12648,30.69,62.41,56.1,50.23
12649,2.41,26.06,20.61,11.16
12652,0.69,3.09,3.38,1.69
12653,0,2.74,2.37,1.01
12654,1.21,0,0,0
12655,0.34,0,0,0
12659,0,0.34,0.51,0.34
12660,10.69,25.21,29.57,23.34
12661,1.03,1.54,1.01,2.2
12662,15.52,18.18,17.23,14.38
12663,10.86,18.69,28.05,28.24
12667,10.17,0.51,0.51,0.85
12672,0.34,1.89,0.84,2.54
12675,10.69,17.83,7.94,13.02
12677,0,0,2.03,0
12684,0.86,0.34,0,4.57
12695,9.48,4.12,2.87,5.75
12696,29.65,31.72,24.5,47.02
12700,2.07,0.34,1.01,2.03
12702,23.96,5.14,4.22,5.07
12703,1.9,3.09,1.86,0.85
12704,0,0,0,1.01
12705,65.68,34.29,24.16,145.11
12709,197.39,337.79,480.7,139.53
12715,4.14,0.34,0.34,1.01
12716,1.72,0.51,1.86,0.68
12721,17.24,8.06,6.93,7.44
12724,6.72,6.69,7.77,8.12
12725,24.13,23.49,19.94,18.77
12727,6.55,9.09,10.48,11.16
12728,0.34,0.69,1.01,0.34
12729,51.37,128.26,96.98,105.03
12737,114.12,4.46,4.9,5.92
12738,0,0,0.51,7.1
12739,64.3,4.8,4.06,5.07
12740,12.41,12.17,6.08,9.13
12741,49.65,11.15,10.81,5.07
12745,0,0,0.34,0
12747,121.19,142.66,113.37,134.11
12748,6.72,4.29,8.11,5.41
12750,46.37,62.58,58.12,46
12751,48.44,20.92,16.39,22.66
12752,14.65,6.17,4.9,7.44
12753,4.83,2.06,1.86,2.54
12757,281,212.96,215.77,219.86
12759,30.34,10.97,13.01,30.78
12763,1.38,4.97,1.18,3.04
12764,34.13,49.9,32.61,53.27
12765,3.96,1.03,0.34,0
12767,2.93,18,25.34,7.1
12768,1.38,0,0.34,1.18
12769,0.34,0.86,0,0.34
12772,2.59,0,0,0.68
12774,5.69,0,0,0.34
12775,1.9,0.86,0.34,1.35
12778,20.17,14.06,21.63,27.23
12780,0,0,0,0.85
12785,254.45,414.6,343.67,276.01
12788,1.38,0,0,0
12793,69.82,91.05,95.29,84.56
12794,4.14,11.66,14.36,5.24
12795,16.55,11.49,7.27,3.38
12797,0,21.26,16.22,45.83
12798,79.82,78.53,60.66,69.85
12799,2.76,1.54,0.68,1.86
12801,0,0.34,0,0
12804,0,2.57,5.24,2.37
12805,1.03,0,1.86,0.51
12807,6.21,3.77,2.03,2.37
12808,0.52,2.06,0.84,1.69
12810,19.14,3.43,2.2,3.21
12812,6.21,22.12,18.25,24.18
12814,1.9,21.95,21.12,21.82
12815,0,0.51,0,0
12816,10.52,3.94,3.55,9.13
12817,1.03,1.89,2.03,2.37
12818,1.21,1.54,0.34,1.52
12819,19.82,13.89,28.55,15.22
12821,0.69,0,0,0.34
12822,25.69,139.57,123.68,141.22
12823,0.34,0.69,0.34,0
12824,0,70.3,66.91,38.05
12825,184.63,424.72,343.84,344.34
12826,264.96,98.94,81.27,85.58
12827,339.09,100.31,80.43,86.08
12828,1.21,0,0,0
12829,0.34,0,0,0
12830,3.28,6.86,4.73,12.68
12831,10.34,36.69,28.55,34.33
12832,103.78,25.03,19.94,42.79
12833,17.41,6.52,7.43,15.9
12834,10.86,11.49,10.64,28.24
12835,1.38,0,0,0.34
12836,2.41,2.4,1.18,1.01
12837,3.28,0,1.35,3.04
12839,9.14,82.3,96.98,74.92
12840,0,5.49,3.38,7.1
12841,1.9,3.09,3.21,6.26
12842,109.3,55.9,35.48,192.63
12843,66.2,46.12,44.78,97.58
12846,11.89,9.26,7.94,11.67
12847,116.54,119.17,100.53,86.42
12848,104.12,135.63,158.66,141.73
12850,8.27,15.26,14.19,13.02
12856,159.98,122.94,86.34,159.15
12857,591.99,382.71,517.36,709.3
12858,684.22,403.29,449.1,563.69
12861,58.1,51.95,50.18,59.19
12862,0,10.97,7.94,33.32
12864,606.99,763.53,873.71,739.91
12865,2.59,5.32,4.9,11.84
12868,972.11,572.86,564.67,601.57
12869,0,1.03,1.01,5.24
12870,11.72,7.03,10.14,13.02
12873,2.41,0,0,0.51
12874,38.27,26.06,28.55,32.64
12876,30,7.37,8.45,11.84
12877,1.72,1.2,1.01,0.68
12889,0,1.2,1.35,0
12890,6.55,51.1,72.49,30.95
12892,50.51,102.88,100.19,124.14
12894,30.17,5.66,7.27,13.7
12896,32.06,40.47,24.33,46.68
12903,7.41,1701.96,1609.88,339.77
12904,7.24,289.95,234.69,59.02
12905,2.07,7.37,5.91,8.96
12908,35.68,17.66,22.98,21.48
12909,21.38,24.69,26.36,27.57
12912,14.14,29.49,27.37,29.6
12913,113.78,14.75,17.4,20.8
12914,1.9,3.77,3.38,2.2
12915,20.17,44.41,33.29,28.07
12916,37.75,9.09,8.28,12.18
12919,0,0,0,0.34
12921,0,0,0,0.51
12925,283.75,35.84,47.48,66.47
12927,54.65,48.52,52.89,57.67
12929,1.72,0.69,1.69,1.69
12931,2.93,5.32,2.87,7.27
12933,0.69,31.21,38.35,15.73
12934,63.44,95.33,91.75,53.44
12944,1.03,0,0,0.68
12945,147.05,105.97,89.89,197.54
12946,64.47,9.94,13.85,19.79
12950,3.28,69.79,76.03,78.81
12952,11.89,21.6,26.53,19.45
12953,11.89,12.35,12.33,16.4
12954,112.74,0,0,0.34
12955,96.54,27.09,14.53,51.41
12962,0,0,0,0.34
12968,0,0.34,0,0
12971,2.59,3.26,2.53,0.85
12972,8.62,10.8,7.43,13.53
12974,189.28,176.61,172.51,187.9
12977,2.93,1.2,1.35,2.88
12978,59.13,0,1.86,5.24
12982,32.58,8.06,7.6,14.04
12983,7.24,25.72,15.88,18.43
12984,1.72,1.54,2.7,1.69
12988,89.13,131,180.79,123.12
12994,0.69,3.26,0.34,0.68
12995,69.3,112.48,120.98,91.33
13000,26.03,26.06,30.92,26.89
13001,39.13,60.53,46.3,43.13
13002,22.93,14.75,10.64,12.18
13003,21.2,103.22,199.88,110.44
13004,0,1.89,3.89,0
13006,46.89,90.19,75.19,63.42
13007,1013.66,139.06,108.47,233.56
13008,43.44,250.85,204.61,245.91
13009,0,40.12,22.81,66.8
13010,1364.3,428.15,460.42,597.85
13011,35,0,0,0.34
13014,215.49,34.12,29.74,54.46
13016,189.8,432.26,439.98,349.24
13017,39.99,83.67,74.85,62.41
13018,34.13,85.9,77.89,77.12
13019,1.03,5.14,3.72,4.74
13024,11886.31,16.98,17.4,87.1
13025,732.31,7.89,8.28,8.96
13026,7.41,5.66,4.9,5.07
13030,622.16,31.04,45.62,86.08
13032,50.34,13.55,16.73,90.31
13033,567.16,73.39,57.28,98.6
13034,2.07,1.03,0.68,1.18
13035,187.04,0.34,0,0.68
13036,16.03,5.14,4.73,61.56
13038,942.63,1.54,2.87,4.57
13039,1815.96,91.05,103.57,236.6
13040,34.65,0.34,1.86,1.35
13041,5.69,0.34,0,0.51
13043,61.72,24.18,23.49,30.61
13046,12.76,19.2,13.69,15.56
13047,13.79,26.75,20.61,13.36
13048,0,3.94,3.38,9.81
13051,1.55,0.34,2.2,3.21
13052,4.14,32.58,36.33,18.77
13056,11.21,2.57,3.89,3.89
13057,33.44,7.37,14.36,28.58
13058,6.72,0,0,0.68
13063,212.73,270.23,260.03,331.82
13070,847.47,0,0.34,4.4
13074,31.2,0,0,0.68
13076,2.24,0,0,0
13078,0,8.23,11.83,10.49
13079,0.52,0,0,0
13082,1.38,11.15,11.15,2.03
13088,2.07,0,0,0
13105,0,0,0,0.34
13109,1.38,0,0,0
13110,4.31,4.12,3.55,5.41
13113,0.69,0,0,0
13116,1.03,1.03,1.69,0.34
13121,30.69,64.64,45.45,44.82
13122,0.34,0,0.84,1.18
13123,0,0.34,1.35,0.34
13131,2.24,5.83,8.79,3.89
13132,37.06,68.07,76.03,247.26
13134,0.86,20.23,21.63,7.1
13135,162.91,131.51,102.22,129.04
13136,190.66,2.23,3.38,7.44
13138,6.9,6,6.76,5.07
13139,1.72,3.77,2.7,2.37
13142,0.69,0,0,0.68
13143,12.58,4.29,1.35,4.4
13144,21.03,22.12,17.91,23.34
13166,0,0,2.37,0.68
13167,486.31,172.84,158.66,179.1
13168,1.03,0.34,0.34,0.68
13169,93.95,48.52,46.97,45.33
13170,5.17,3.09,2.87,2.88
13171,17.07,16.12,17.07,20.63
13172,0,10.29,14.36,0.85
13175,8.79,35.84,51.03,17.76
13176,0,2.74,3.72,0.34
13177,23.96,45.44,40.04,58.18
13178,36.03,38.41,32.95,22.32
13179,233.24,2.23,2.03,4.57
13180,10,29.49,26.02,148.49
13185,14.48,13.89,10.14,8.46
13190,0,0,0.34,0
13191,21.38,44.58,36.16,38.73
13193,0,16.63,24.5,4.06
13194,261.17,290.29,212.89,181.47
13195,0,0,0.51,1.01
13196,20.69,24.52,31.76,26.72
13197,8.96,3.26,1.35,1.69
13198,49.99,10.63,16.56,14.04
13199,3.62,1.2,1.86,0.34
13200,0,0,0,0.34
13202,23.79,51.78,43.76,58.85
13204,64.3,164.78,183.16,102.66
13205,639.57,591.9,546.76,595.48
13206,0.34,0,0,0
13207,1472.21,1576.79,1401.21,1698.67
13209,150.84,245.37,279.3,221.21
13211,49.99,224.79,229.28,200.07
13214,12.93,13.89,25.85,25.88
13222,0,0,3.38,0.85
13244,118.26,52.47,43.76,70.36
13340,3.79,3.09,2.37,3.89
13345,1.55,11.49,7.77,8.12
13346,1198.46,37.04,16.56,65.28
13347,1.9,0.34,0.51,0.34
13349,14.31,5.32,5.91,3.55
13350,6.55,14.57,11.15,8.63
13353,0.86,3.43,2.2,2.2
13356,20.51,52.64,38.19,27.23
13358,30.69,26.06,15.88,23.17
13360,33.62,33.09,31.09,20.29
13361,16.03,58.47,77.22,67.31
13363,2.76,1.03,1.86,2.37
13367,0.34,0.34,0,0.34
13368,7.59,22.8,22.64,23.51
13371,2.59,0.34,1.18,0.34
13380,2.76,21.09,16.05,45.83
13382,125.33,204.04,226.75,219.01
13383,24.48,22.12,20.95,27.91
13384,0.86,6.34,5.58,2.54
13385,0,1.37,0.68,1.52
13386,85.16,420.6,337.93,855.09
13388,1.72,11.66,16.9,1.69
13389,0,12.17,12,2.37
13390,0,5.49,3.89,7.44
13392,0,9.43,5.24,8.79
13393,12.07,6.86,3.89,5.24
13394,0,0.86,0,0.34
13395,0,2.4,2.03,5.07
13396,0,0.51,0,0.34
13400,2.59,10.12,6.08,7.61
13401,18.27,34.46,32.1,30.1
13404,0,0.34,0,0
13405,9.65,6.86,7.94,6.6
13411,0.52,1.89,1.01,0.51
13417,0,0.86,0.84,0
13418,30.69,18.18,16.73,17.76
13421,112.23,0,0,1.18
13423,0.52,0,0,0.34
13424,6.03,3.43,3.21,4.4
13426,1.72,1.03,1.69,2.71
13427,162.91,104.59,102.9,126.5
13429,11.89,27.26,27.71,43.8
13430,63.44,35.84,23.49,20.97
13434,2.07,2.4,3.21,5.07
13435,47.23,91.05,79.24,118.89
13436,7.24,17.32,16.05,13.19
13437,54.99,42.01,38.86,52.6
13445,53.44,216.22,218.13,193.48
13446,3.62,11.32,12.17,3.38
13447,0.34,1.03,0.51,0.85
13448,3.45,0.86,1.35,1.86
13449,2.59,1.71,0.68,1.52
13476,69.3,34.12,33.29,38.22
13478,67.92,64.47,68.6,70.52
13479,25.51,5.66,9.12,9.3
13480,74.82,66.7,56.1,69.34
13481,52.58,53.33,47.14,42.11
13482,13.79,1.2,1.52,9.98
13483,0.52,2.23,3.89,0.85
13486,16.2,35.84,23.82,22.16
13491,2.41,0.51,0,0
13494,13.96,47.5,41.06,25.71
13495,17.76,36.86,40.55,42.11
13496,11.38,10.8,23.49,18.27
13497,0.86,1.54,1.52,1.01
13498,0.86,2.23,2.2,4.06
13506,23.27,0.86,0.51,2.2
13508,0.69,0,0,0
13516,0,0,0,0.34
13518,106.88,29.15,35.14,24.18
13521,5.69,1.54,0.51,1.52
13527,57.92,7.2,6.25,4.74
13528,26.55,36.86,33.96,27.23
13529,2170.74,3.26,0,87.1
13537,5.17,3.26,0.84,1.69
13542,14.48,12.35,8.96,10.32
13543,10.86,18.52,20.44,12.68
13544,3.79,3.26,2.87,1.69
13548,42.24,74.93,73.16,54.63
13549,1.03,4.97,2.2,3.38
13555,8.27,40.12,36.5,26.89
13557,12.93,28.98,24.67,18.27
13559,7.93,60.36,32.1,32.81
13560,2.41,4.29,2.87,4.57
13589,166.53,272.97,250.23,229.67
13590,2.24,0.34,0,1.52
13591,0,2.74,4.56,1.69
13592,0,2.4,2.37,0.68
13593,0,21.95,13.35,15.9
13595,25.51,16.29,14.53,12.68
13599,0,1.2,0,0
13601,38.96,3.6,2.7,7.27
13602,42.41,61.73,63.87,38.39
13603,4.65,6.34,7.1,7.78
13605,18.27,100.99,119.12,74.58
13607,0,1.37,1.52,0.68
13608,0,0,0,0.34
13609,1.03,0.34,0.84,0
13610,0.86,25.03,19.94,12.35
13611,3.1,0.51,0,1.69
13612,3.62,13.2,18.75,14.54
13614,6.38,7.2,3.89,8.96
13615,4.65,0,0,0.34
13616,0,8.4,10.48,4.23
13617,3.28,12,8.28,10.99
13618,75.85,26.75,24.33,28.41
13619,9.14,25.38,33.79,25.71
13626,16.2,45.61,33.62,31.12
13627,27.93,59.5,41.06,49.38
13628,0.69,0.69,0.84,1.18
13629,1080.37,983.18,1067.68,1281.45
13631,40.86,7.54,9.97,8.46
13636,13.1,15.95,12.33,19.45
13637,2.41,55.9,43.59,41.1
13639,4.31,44.92,48.49,58.69
13640,1.72,40.12,35.82,33.15
13641,12.93,21.78,23.82,17.25
13642,26.89,75.96,69.95,75.94
13643,0.52,39.95,38.02,28.41
13644,28.79,41.15,47.82,35.52
13645,1.03,1.54,1.86,1.01
13649,5.86,1.54,2.03,1.86
13650,26.89,21.26,31.93,19.79
13653,13.45,5.66,5.07,9.3
13654,0.34,0,0,0
13660,149.46,118.14,98.67,125.49
13661,0.52,0,0,0
13664,210.49,66.19,125.54,71.88
13665,76.54,92.25,109.83,125.15
13666,12.41,6.69,6.76,5.92
13667,37.06,20.23,16.9,18.43
13669,139.98,291.66,221.68,264.34
13680,21.55,33.26,38.86,30.95
13681,304.27,832.46,662.84,756.32
13682,413.05,430.38,440.49,484.88
13684,84.13,120.2,107.97,121.09
13685,343.57,116.6,90.06,143.42
13688,1.55,4.97,3.38,3.72
13690,377.71,499.48,706.26,638.95
13706,0.34,0,0,0
13709,1.21,1.37,0.84,1.18
13710,12.24,0.69,0.84,1.52
13712,3.62,7.2,6.25,6.09
13713,16.38,16.46,12.84,17.93
13714,0.52,0.69,0,0
13716,33.1,24.01,18.25,21.48
13717,4.31,1.2,0.84,3.89
13722,71.2,125.34,116.25,131.58
13723,65.68,78.7,65.39,118.39
13726,0.86,2.06,1.69,2.54
13728,28.62,36.35,30.08,29.26
13730,47.23,13.55,23.65,37.38
13731,10.86,14.06,12.17,27.23
13732,21.89,3.09,1.18,7.44
13733,4.31,0,0,0
13796,0,5.66,4.9,1.52
13797,12.93,3.77,5.74,2.71
13798,0,0.34,1.35,0
13799,0,0,13.69,0
13800,25.69,24.52,23.99,16.57
13803,12.24,25.03,32.1,23.17
13804,5,6.69,4.39,5.58
13805,11.55,4.29,2.87,4.06
13807,29.13,1.54,0.84,2.88
13808,1.03,50.75,37.68,50.23
13809,1.03,0.69,0.84,1.86
13813,7.24,0,0,0
13819,491.66,11.83,10.14,17.42
13821,49.82,13.55,16.39,18.94
13823,6.55,26.58,20.11,28.24
13824,0.34,4.97,4.22,0.34
13828,1.9,12.35,12.84,24.69
13829,8.79,14.23,14.02,17.42
13830,10.69,3.43,2.53,5.24
13831,13.62,36.69,57.62,40.25
13835,2.93,0.51,1.86,1.35
13836,5,2.23,1.18,4.57
13837,0,0.86,1.01,1.52
13838,1.38,33.26,29.74,35.18
13839,0,0.86,2.53,0.51
13841,0,24.69,31.43,22.66
13842,0.52,0.34,1.69,0.51
13844,0.69,15.6,18.75,9.3
13845,4.65,34.64,32.27,32.3
13846,17.93,40.64,35.82,28.92
13848,0.34,5.32,5.24,4.74
13849,6.9,1.37,2.53,2.88
13850,1.72,1.2,0.84,3.89
13852,8.27,10.12,12,14.38
13854,32.75,21.09,15.54,15.22
13855,9.14,11.66,8.28,10.49
13857,4.14,17.83,12.84,18.94
13858,54.48,32.41,38.02,28.75
13859,35.68,51.78,46.46,36.53
13860,27.07,4.63,2.03,8.29
13864,137.22,258.57,359.72,182.82
13865,0,125.68,123.51,56.99
13866,3.79,15.43,12.5,12.68
13870,43.1,26.06,40.55,41.77
13871,39.13,58.64,64.04,54.8
13872,16.03,14.92,15.54,10.15
13874,0.34,0,0,0
13875,9.48,25.03,27.37,27.91
13876,0,0,0,0.34
13885,494.24,300.92,331.67,333.34
13929,9.65,13.72,14.87,17.76
13972,4.83,8.06,8.28,6.6
13982,3.62,0,0,0
13983,2.24,0.86,1.52,1.18
13984,28.44,0,0,8.63
13990,4.31,13.2,9.97,7.1
13992,9.14,62.24,60.49,38.39
13996,1.38,1.54,1.01,1.18
13998,28.79,11.15,12.33,7.95
13999,4.31,5.14,5.58,4.23
14000,0.52,0.69,1.18,0
14007,13.1,41.15,44.94,33.66
14008,0,1.54,0.68,0
14009,1.55,5.49,4.73,8.79
14011,16.2,27.61,25.51,23.85
14012,39.99,10.97,11.66,18.43
14013,0,9.26,7.6,8.12
14017,1.03,0,0.51,0.34
14020,32.75,47.15,31.76,65.79
14025,0,1.37,3.55,8.29
14026,23.45,113.34,108.47,98.94
14027,1.03,1.03,0.51,1.18
14030,80.16,145.4,178.09,161.68
14038,0.34,0,0,0
14042,10.34,22.8,22.3,17.76
14043,47.23,28.46,21.97,36.87
14048,0,10.46,6.42,3.38
14049,0,18,24.84,7.44
14050,8.45,10.29,8.28,11.16
14051,0,1.03,1.69,0
14055,6.72,1.71,1.35,3.55
14056,20.34,163.23,146.66,91.83
14057,80.68,108.71,169.64,159.99
14058,1.03,1.2,0.84,8.96
14061,0,0.34,0,13.87
14062,60.34,67.39,54.24,68.66
14064,1.55,0.69,0.84,2.88
14065,11.89,1.71,1.35,1.52
14066,10.17,4.97,3.89,2.54
14067,0,1.03,2.03,1.86
14068,0.34,0,0,0
14069,0.69,1.03,0.51,0.68
14070,8.1,6,5.24,5.92
14073,2.59,1.71,0.51,6.6
14077,101.02,10.97,8.11,17.93
14079,0,0.34,0.84,9.13
14080,0,0,0,6.09
14081,13.1,6,4.9,10.49
14082,7.59,6.86,3.38,6.76
14083,23.45,28.12,30.58,28.92
14084,36.89,43.38,39.37,40.25
14085,44.3,13.2,14.36,39.41
14086,262.21,527.25,557.41,268.91
14087,6.21,23.32,25.01,23.17
14088,2.59,5.32,3.89,4.57
14089,0,2.57,1.52,0.51
14102,0.52,0.86,0,1.35
14103,11.72,0,0,0
14104,26.03,90.36,73.5,47.19
14105,52.92,214.67,184.85,139.02
14107,14.31,30.18,35.82,27.57
14114,12.41,19.72,33.79,20.46
14115,78.27,7.03,4.39,14.88
14118,142.05,19.72,23.99,35.35
14119,0.34,14.75,15.54,17.08
14120,0.34,0,0,3.38
14121,1.21,0.69,0.68,0
14123,25.17,16.12,14.36,12.68
14127,32.06,2.4,2.37,3.89
14129,7.41,0.34,1.18,2.88
14130,4.14,0,0,0.51
14131,23.45,0.34,1.01,7.95
14132,59.99,8.06,9.46,30.1
14133,1.55,0,0,0
14137,32.58,80.25,50.52,60.04
14148,216.52,25.72,29.74,39.74
14151,45.51,46.47,46.13,70.02
14154,19.65,22.29,19.94,25.03
14155,72.58,107.68,82.62,108.75
14156,28.27,112.31,89.21,66.47
14158,12.07,8.57,6.93,7.78
14159,5.34,2.4,1.52,3.04
14160,2.41,2.06,1.69,2.37
14161,0,0.51,0,66.3
14163,14.48,7.72,9.97,8.79
14164,0,1.2,0.68,3.21
14165,0.52,6.86,5.74,5.58
14167,0,1.37,2.2,1.18
14168,0.52,10.97,14.87,11.84
14169,0,0.86,0.68,0
14170,0,5.66,18.08,1.86
14171,0,0,2.7,0.34
14172,0,0.34,0,0.34
14174,0,0,0,0.51
14175,0,2.23,0,0
14176,0,3.77,0.51,4.74
14178,0.52,0.34,0.34,0.68
14179,0,3.09,2.7,0.68
14180,0,1.2,1.69,2.71
14181,56.03,2.4,3.38,0.85
14182,170.67,45.44,40.04,42.11
14183,49.3,22.46,49.84,17.42
14184,5.34,20.92,26.02,13.02
14186,1.21,3.26,2.2,16.91
14187,46.89,52.81,61,54.97
14190,67.58,2.4,2.7,3.38
14191,1.03,0,0,0
14194,13.1,23.49,7.43,10.65
14198,1.03,1.03,1.86,1.52
14199,40.17,50.58,31.09,16.24
14200,33.27,11.66,7.77,24.52
14201,31.03,38.07,31.76,41.6
14202,0.34,0.69,0,0.34
14205,18.96,2.74,1.35,1.52
14208,36.37,116.42,98,49.21
14211,0.69,11.32,7.6,5.58
14218,72.75,29.66,28.89,32.98
14219,160.15,16.29,27.54,16.4
14221,0,19.03,17.23,16.07
14225,122.22,129.28,79.75,94.88
14226,0.86,1.37,0.84,1.01
14227,67.75,31.89,39.37,47.52
14228,62.92,255.14,205.97,222.4
14229,28.96,34.81,31.43,29.6
14230,7.41,17.83,13.85,18.94
14231,7.24,8.57,7.77,10.65
14232,134.81,113,109.66,122.78
14234,0,21.26,19.43,16.4
14235,3.79,33.61,19.6,23
14236,15.17,10.8,7.77,7.1
14238,0,4.46,4.9,3.04
14239,2.76,0.34,0.51,0
14241,0,0.86,0.68,0.85
14245,1.72,3.26,2.2,1.35
14247,15.86,15.43,12,17.25
14248,144.98,82.99,89.89,66.97
14251,39.3,15.43,12.5,17.08
14252,56.37,46.3,44.78,40.08
14254,4.31,1.03,0.34,0.51
14255,2.41,0,0,0
14256,2.07,0.69,0.84,2.54
14257,7.24,1.54,0.84,0.68
14260,0.69,0.34,0.84,1.01
14261,1.03,0,0,5.24
14262,0.52,0,0,0
14263,4.14,0.69,0.51,1.52
14264,0.34,1.37,0.51,3.72
14265,91.88,123.8,106.78,110.27
14268,244.62,126.37,98,192.12
14269,14.65,17.66,22.98,27.74
14270,19.65,18.86,22.64,15.05
14272,84.13,91.56,83.3,76.27
14275,31.55,0.34,1.18,15.73
14276,1.55,0,0,0
14281,85.51,1.54,1.35,4.23
14282,6.55,0,0.51,1.01
14283,6.03,0,0,0
14284,101.71,3.09,2.7,5.24
14287,12.07,18.52,15.21,12.85
14289,0.86,0,0,0
14296,1.38,6.69,5.41,4.9
14297,6.03,27.61,20.44,27.91
14299,2.24,18.35,12.33,11.16
14300,23.1,30.18,35.82,31.63
14302,11.55,1.71,2.03,4.06
14311,0,0,0,1.35
14312,185.15,150.37,216.78,178.09
14313,231.52,15.09,18.08,6.26
14314,1436.01,182.61,163.72,239.48
14317,0.34,1.71,2.03,9.47
14319,1357.23,330.41,347.39,551.17
14325,30,11.32,11.66,12.68
14337,4.65,2.4,2.87,4.23
14339,17.93,15.26,23.49,12.01
14344,0.69,0.34,0,0
14348,0,0.86,2.03,0
14356,13.96,24.18,21.12,21.82
14357,3.62,0.51,0,0
14359,17.07,48.35,33.79,30.61
14360,14.14,24.69,24.33,27.91
14362,68.96,18.86,18.42,30.44
14365,1.9,45.44,55.25,18.6
14366,0.34,2.4,0.68,1.35
14367,10.86,2.74,4.9,4.74
14368,20.69,10.63,5.58,8.12
14369,31.03,156.89,175.38,132.76
14370,2.93,7.54,6.42,6.6
14371,0,2.06,3.38,0.85
14373,0.86,2.06,0.84,6.09
14375,26.2,82.82,79.92,99.95
14376,48.61,21.26,26.36,29.09
14381,30.86,14.4,13.85,13.53
14385,9.65,9.43,10.14,12.85
14387,33.96,6.17,3.21,7.61
14388,20.69,10.97,8.45,12.01
